"Plot_ID","Species_richness","Species_diversity","Sitecode","Year","Eastings","Northings","BAP_broad","BAP_priority","NVC_FIRST","Light","Wetness","pH","Fertility","Competition","Stress","Ruderals","NVC_subgroup","NVC_group","NVC_habitat","Vegetation_height","STD_HEIGHT","Litter","Bare_ground","NA","NA","NA","NA","NA","NA","NA"
"110",27,0.93865552719115,"B47",2019,313589,511127,"Montane Habitats","Mountain heaths and willow scrub","U5a:58.01",6.9,6.2,2.6,2.1,1.71,4.29,1.07,"U5a","U5","U",6.68,2.70370116691915,23,3,NA,NA,NA,NA,NA,NA,NA
"111",19,0.916383896778518,"B47",2019,313526,511111,"Montane Habitats","Mountain heaths and willow scrub","U5a:56.50",6.8,5.3,3.6,2.3,1.44,4.56,1.27,"U5a","U5","U",4.28,1.3076696830622,24,0,NA,NA,NA,NA,NA,NA,NA
"116",17,0.909726923944933,"B47",2019,314545,510817,"Montane Habitats","Mountain heaths and willow scrub","U10a:52.95",6.5,5.1,3.1,2.4,1.49,4.51,1,"U10a","U10","U",4.2,1.89296944860009,0,23,NA,NA,NA,NA,NA,NA,NA
"117",12,0.798360655737705,"B47",2019,314461,510798,"Montane Habitats","Mountain heaths and willow scrub","U10b:29.10",7,6,2,2,NA,NA,NA,"U10b","U10","U",2.36,2.61215109312868,2,25,NA,NA,NA,NA,NA,NA,NA
"118",14,0.872097991739069,"B47",2019,314285,510743,"Montane Habitats","Mountain heaths and willow scrub","U12b:31.03",6.5,5.3,3.3,2.5,1.25,4.75,1,"U12b","U12","U",5.76,7.02542999870233,5,25,NA,NA,NA,NA,NA,NA,NA
"125",10,0.870394736842105,"B47",2019,315913,511268,"Montane Habitats","Mountain heaths and willow scrub","U10a:50.16",6.6,5.1,3.7,2.5,1.54,4.46,1.41,"U10a","U10","U",0.68,0.476095228569523,6,23,NA,NA,NA,NA,NA,NA,NA
"126",13,0.89779619287816,"B47",2019,315601,511301,"Montane Habitats","Mountain heaths and willow scrub","U10a:48.71",6.8,5.4,3.7,2.4,1.64,4.36,1.51,"U10a","U10","U",3,0.763762615825973,10,1,NA,NA,NA,NA,NA,NA,NA
"127",10,0.883977900552486,"B47",2019,315497,511170,"Montane Habitats","Mountain heaths and willow scrub","U10a:45.63",6.9,5.2,3.9,2.1,1.15,4.85,1.1,"U10a","U10","U",3.64,0.757187779440037,25,5,NA,NA,NA,NA,NA,NA,NA
"128",16,0.914464510424106,"B47",2019,315505,511024,"Dwarf Shrub Heath","Upland heathland","U4e:49.38",6.6,5.4,3.9,2.9,1.71,4.05,1.5,"U4e","U4","U",4,1.34164078649987,5,6,NA,NA,NA,NA,NA,NA,NA
"1",0,1,"B34",2013,544701,200799,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"2",1,0,"B34",2013,544040,200497,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W12c:10.96",NA,NA,NA,NA,NA,NA,NA,"W12c","W12","W",0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"6",2,0.388888888888889,"B34",2013,544135,199873,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W25:26.67",6,5,3,3,5,1,1,"W25","W25","W",0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"7",0,1,"B34",2013,543880,199882,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"8",1,1,"B34",2013,543713,199992,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W13a:12.42",NA,NA,NA,NA,NA,NA,NA,"W13a","W13","W",0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"9",5,0.539408866995074,"B34",2013,543479,199978,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","H9e:28.57",7,8,3.1,2.1,3,3,1,"H9e","H9","H",3.36,2.32522400354604,25,0,NA,NA,NA,NA,NA,NA,NA
"10",10,0.822803408756979,"B34",2013,543264,199550,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","U2:39.16",6.5,7.7,3.4,2.7,3.01,2.99,1.3,"U2","U2","U",18.28,9.4495149787348,0,0,NA,NA,NA,NA,NA,NA,NA
"11",7,0.791208791208791,"B34",2013,543295,199555,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","H9e:52.00",7,7.8,3,2.1,3.04,2.96,1,"H9e","H9","H",8.16,3.60185137579736,0,0,NA,NA,NA,NA,NA,NA,NA
"12",2,0.147692307692308,"B34",2013,542834,200080,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","H1d:34.36",NA,NA,NA,NA,NA,NA,NA,"H1d","H1","H",0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"13",0,1,"B34",2013,542660,199703,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"14",0,1,"B34",2013,542594,199513,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"15",5,0.754385964912281,"B34",2013,543076,199209,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W15a:31.35",6,5,3.7,3.5,4.67,1.33,1,"W15a","W15","W",11.64,16.7029937436377,25,0,NA,NA,NA,NA,NA,NA,NA
"16",1,0,"B34",2013,543401,199028,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","U20c:19.42",6,5,3,3,5,1,1,"U20c","U20","U",0.12,0.33166247903554,25,0,NA,NA,NA,NA,NA,NA,NA
"17",4,0.711111111111111,"B34",2013,543609,198978,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W15a:28.78",6.5,5,3.5,3.5,4.5,1.5,1,"W15a","W15","W",0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"18",14,0.897134611420326,"B34",2013,543101,198663,"Dwarf Shrub Heath","Lowland Heathland","H12a:50.47",6.4,5.9,3.7,3.7,3.1,2.69,1.33,"H12a","H12","H",2.88,1.73973178009332,0,0,NA,NA,NA,NA,NA,NA,NA
"19",5,0.715425531914894,"B34",2013,543465,198405,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W6e:28.48",6,6,6,6,3,3,1,"W6e","W6","W",9.08,8.04114419718985,25,0,NA,NA,NA,NA,NA,NA,NA
"20",5,0.759481961147086,"B34",2013,542012,198918,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W25:44.07",6,5.3,3.5,3.5,4.55,1.45,1.09,"W25","W25","W",7.52,8.28713862962764,25,0,NA,NA,NA,NA,NA,NA,NA
"21",0,1,"B34",2013,541927,198918,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"22",0,1,"B34",2013,541614,198638,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"23",4,0.9,"B34",2013,541695,198402,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","OV27:20.76",NA,NA,NA,NA,NA,NA,NA,"OV27","OV27","OV",0.12,0.33166247903554,25,0,NA,NA,NA,NA,NA,NA,NA
"26",4,0.780952380952381,"B34",2013,540936,198178,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","OV27:29.41",6,6,6,6,3,3,1,"OV27","OV27","OV",0.44,0.506622805119022,25,0,NA,NA,NA,NA,NA,NA,NA
"27",5,0.710769230769231,"B34",2013,541326,198343,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W25:36.43",6,5,3.1,3.1,4.92,1.05,1.03,"W25","W25","W",19.48,24.7590387535542,25,0,NA,NA,NA,NA,NA,NA,NA
"28",9,0.827096774193548,"B34",2013,542185,198319,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","H12a:35.31",6,5,2,3,2,4,1,"H12a","H12","H",2.48,1.04562580942387,25,0,NA,NA,NA,NA,NA,NA,NA
"29",0,1,"B34",2013,542749,198307,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"30",0,1,"B34",2013,542842,198204,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"31",0,1,"B34",2013,542005,198069,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"33",7,0.831933893109423,"B34",2013,541792,197148,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W23a:36.21",6.6,6,6.4,5.7,2.95,1.65,2.55,"W23a","W23","W",8.36,2.65957390070916,25,0,NA,NA,NA,NA,NA,NA,NA
"35",1,1,"B34",2013,541206,196921,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W10d:4.85",NA,NA,NA,NA,NA,NA,NA,"W10d","W10","W",0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"36",3,0.688172043010753,"B34",2013,541256,196673,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W6e:35.59",5.9,6,5.9,5.9,3,3,1,"W6e","W6","W",0.8,0.408248290463863,0,0,NA,NA,NA,NA,NA,NA,NA
"37",0,1,"B34",2013,540830,197524,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"39",9,0.838515406162465,"B34",2013,540705,196764,"Semi-Natural Grassland","Semi-natural grassland","MG10b:47.83",6.9,6.1,6.7,5.9,3.06,1.48,2.94,"MG10b","MG10","MG",9.68,3.57910603363466,0,0,NA,NA,NA,NA,NA,NA,NA
"40",0,1,"B34",2013,540258,196545,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"41",0,1,"B34",2013,540670,196380,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"42",1,1,"B34",2013,540033,195739,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","S15a:28.57",7,7,4,4,4,2,1,"S15a","S15","S",0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"43",7,0.631048387096774,"B34",2013,539717,195607,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W4:16.86",6,6.1,3.3,3.3,3.89,2.04,2.07,"W4","W4","W",8.76,6.89371694612807,25,0,NA,NA,NA,NA,NA,NA,NA
"44",2,1,"B34",2013,540663,195847,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","S28:13.61",NA,NA,NA,NA,NA,NA,NA,"S28","S28","S",0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"45",2,0.484848484848485,"B34",2013,540709,195579,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W12c:19.75",NA,NA,NA,NA,NA,NA,NA,"W12c","W12","W",0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"46",3,0.374269005847953,"B34",2013,540580,195390,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W12c:19.75",NA,NA,NA,NA,NA,NA,NA,"W12c","W12","W",0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"47",0,1,"B34",2013,540320,195029,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"48",12,0.879229360719688,"B34",2013,541041,195414,"Semi-Natural Grassland","Semi-natural grassland","W23b:35.28",7.4,5.5,5.9,5,2.75,2.67,2.75,"W23b","W23","W",5.32,1.9731531449265,0,0,NA,NA,NA,NA,NA,NA,NA
"49",9,0.867058132706988,"B34",2013,541025,195287,"Semi-Natural Grassland","Semi-natural grassland","MG10a:35.04",7,6,6.7,5.8,2.96,1.37,2.96,"MG10a","MG10","MG",2.52,0.770281333886089,0,0,NA,NA,NA,NA,NA,NA,NA
"50",6,0.754694835680751,"B34",2013,541212,195085,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W6:36.88",6,6.1,6.7,7.3,4.3,1.65,1.11,"W6","W6","W",7.48,7.18864845897104,25,0,NA,NA,NA,NA,NA,NA,NA
"Reserve 51",2,0.666666666666667,"B34",2013,539748,195977,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W15a:19.05",NA,NA,NA,NA,NA,NA,NA,"W15a","W15","W",0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"Reserve 53",9,0.839712488769093,"B34",2013,543686,199196,"Semi-Natural Grassland","Semi-natural grassland","H2b:57.14",6.5,6.4,2.5,2.5,2.7,3.3,1,"H2b","H2","H",18,8.58292879305582,0,0,NA,NA,NA,NA,NA,NA,NA
"Reserve 54",10,0.787878787878788,"B34",2013,542528,198697,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W15a:29.41",6.6,7.1,3.8,2.9,3.19,2.81,1.13,"W15a","W15","W",0.84,0.472581562625261,25,1,NA,NA,NA,NA,NA,NA,NA
"Reserve 55",3,0.485380116959064,"B34",2013,540556,195308,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W15a:22.22",NA,NA,NA,NA,NA,NA,NA,"W15a","W15","W",0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"Reserve 56",2,0.409090909090909,"B34",2013,540240,196065,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W12c:20.78",NA,NA,NA,NA,NA,NA,NA,"W12c","W12","W",0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"Reserve 57",7,0.7357910906298,"B34",2013,542410,198849,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","H2a:40.97",6.5,6.5,2.5,2.5,2.5,3.5,1,"H2a","H2","H",0.96,0.2,25,0,NA,NA,NA,NA,NA,NA,NA
"Reserve 58",3,0.686153846153846,"B34",2013,541354,199490,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","OV27c:35.32",6,6,6,6,3,3,1,"OV27c","OV27","OV",0.68,0.476095228569523,25,0,NA,NA,NA,NA,NA,NA,NA
"Reserve 59",0,1,"B34",2013,541819,199222,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"2a",7,0.840860215053763,"B34",2018,544040,200497,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W22:27.44",5.3,5.3,5,5.3,3,3,1.67,"W22","W22","W",0.48,0.871779788708135,25,0,NA,NA,NA,NA,NA,NA,NA
"6",2,0.333333333333333,"B34",2018,544135,199873,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","U20c:18.81",5.9,5,3.2,3.2,4.85,1.15,1,"U20c","U20","U",2.04,4.61410879802373,25,0,1,NA,NA,NA,NA,NA,NA
"7",1,0,"B34",2018,543880,199882,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W15:7.74",5,5,5,5,3,3,1,"W15","W15","W",0.24,0.723417813807024,25,0,3,NA,NA,NA,NA,NA,NA
"9",6,0.501149425287356,"B34",2018,543479,199978,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","H2c:35.18",6.9,7.3,3.3,2.5,3.26,2.74,1,"H2c","H2","H",7.04,3.84577690460588,25,0,8,NA,NA,NA,NA,NA,NA
"10a",13,0.842517314062029,"B34",2018,543264,199550,NA,NA,"W4a:35.05",6.9,7.7,3,2.1,3.01,2.99,1.02,"W4a","W4","W",14.04,8.15209584503683,17,3,1,NA,NA,NA,NA,NA,NA
"11",7,0.824898606947628,"B34",2018,543295,199555,NA,NA,"M6d:39.31",7,7.8,3.1,2.1,3.1,2.9,1.09,"M6d","M6","M",28.12,11.6737597485415,17,0,NA,NA,NA,NA,NA,NA,NA
"12",2,0.6,"B34",2018,542834,200080,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","H12a:11.26",NA,NA,NA,NA,NA,NA,NA,"H12a","H12","H",0,0,21,12,1,NA,NA,NA,NA,NA,NA
"15",3,0.374269005847953,"B34",2018,543076,199209,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W15a:35.84",6,5,3,3,5,1,1,"W15a","W15","W",21.92,25.6302555586167,25,0,NA,NA,NA,NA,NA,NA,NA
"17",3,0.8,"B34",2018,543609,198978,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W15a:18.26",6.6,5,4.1,4.1,3.91,2.09,1,"W15a","W15","W",0.28,0.791622805802528,25,0,NA,NA,NA,NA,NA,NA,NA
"18",24,0.936776061776062,"B34",2018,543101,198663,NA,NA,"H12a:32.23",6.2,6.1,4.8,4.6,2.92,3.08,1.38,"H12a","H12","H",8.64,6.27083194905854,0,0,NA,NA,NA,NA,NA,NA,NA
"19",5,0.631313131313131,"B34",2018,543465,198405,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","OV27c:31.87",5.9,5.9,5.7,5.7,3.14,2.86,1,"OV27c","OV27","OV",6.28,6.28171950981577,25,2,NA,NA,NA,NA,NA,NA,NA
"20a",10,0.864488808227465,"B34",2018,542012,198918,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W23:32.06",5.9,5.5,4,4,3.35,2.65,2.28,"W23","W23","W",4.12,1.58954920234218,25,0,8,NA,NA,NA,NA,NA,NA
"21a",13,0.848436246992783,"B34",2018,541927,198918,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W10d:41.67",6,5.1,3.3,3.3,4.64,1.36,1.04,"W10d","W10","W",8.76,4.75464684983719,25,4,14,NA,NA,NA,NA,NA,NA
"22",2,0.5,"B34",2018,541614,198638,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W16a:4.56",4.1,5,5,5.9,3,3,1,"W16a","W16","W",0,0,25,0,4,NA,NA,NA,NA,NA,NA
"23",6,0.777777777777778,"B34",2018,541695,198402,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W15a:22.86",4,5,5,6,NA,NA,NA,"W15a","W15","W",0.16,0.472581562625261,25,0,1,NA,NA,NA,NA,NA,NA
"26",5,0.82051282051282,"B34",2018,540936,198178,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W15:26.40",4.8,5,5.4,5.2,3,3,1,"W15","W15","W",0,0,25,2,NA,NA,NA,NA,NA,NA,NA
"27",5,0.702127659574468,"B34",2018,541326,198343,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W25:49.21",6,5.3,3.7,3.7,4.46,1.54,1.06,"W25","W25","W",11.96,12.5049323602062,25,0,3,NA,NA,NA,NA,NA,NA
"28",5,0.796791443850267,"B34",2018,542185,198319,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","H9a:43.82",6,5,2,3,2,4,1,"H9a","H9","H",0.92,1.18743420870379,25,0,NA,NA,NA,NA,NA,NA,NA
"33",12,0.889874353288987,"B34",2018,541792,197148,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W23a:45.65",5.2,5.3,4.6,4.9,2.95,3,2.16,"W23a","W23","W",10.28,2.3895606290697,25,0,2,NA,NA,NA,NA,NA,NA
"35",2,1,"B34",2018,541206,196921,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W16a:4.77",4.5,5,5,5.5,3,3,1,"W16a","W16","W",0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"36",5,0.757575757575758,"B34",2018,541256,196673,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W10d:35.71",5.8,5.8,5.8,5.8,3,3,1,"W10d","W10","W",0.84,0.898146239020499,0,0,NA,NA,NA,NA,NA,NA,NA
"37",1,0,"B34",2018,540830,197524,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","H12a:11.93",NA,NA,NA,NA,NA,NA,NA,"H12a","H12","H",0,0,25,0,6,NA,NA,NA,NA,NA,NA
"39",14,0.886820007301935,"B34",2018,540705,196764,NA,NA,"MG6d:39.04",6.4,5.5,4.9,4.7,3.09,2.7,2.89,"MG6d","MG6","MG",3.56,1.08320512061813,0,0,NA,NA,NA,NA,NA,NA,NA
"42",1,0,"B34",2018,540033,195739,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W15c:8.81",5,5,5,5,3,3,1,"W15c","W15","W",2.12,7.45162174742295,25,0,2,NA,NA,NA,NA,NA,NA
"43",7,0.776008885597927,"B34",2018,539717,195607,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","OV27c:27.07",5.9,6,3.4,3.4,3.85,2.15,1.85,"OV27c","OV27","OV",4.88,1.30128141972954,25,0,3,NA,NA,NA,NA,NA,NA
"45",14,0.912262156448203,"B34",2018,540709,195579,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W22:35.09",5.7,5.5,6.1,6.2,3.5,1.8,1.8,"W22","W22","W",1.04,1.05987420637231,25,0,NA,NA,NA,NA,NA,NA,NA
"46",4,0.651515151515151,"B34",2018,540580,195390,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W10d:15.41",5.5,5,6,5.5,3,3,1,"W10d","W10","W",0,0,25,0,9,NA,NA,NA,NA,NA,NA
"48",8,0.843053070960048,"B34",2018,541041,195414,NA,NA,"U1e:50.97",6.3,4.9,4.2,3.5,2.63,3.31,2.69,"U1e","U1","U",3.2,1.11803398874989,0,2,NA,NA,NA,NA,NA,NA,NA
"49",16,0.862511052166225,"B34",2018,541025,195287,NA,NA,"U1b:40.34",6.1,5,4.1,4,2.95,2.98,2.97,"U1b","U1","U",1.44,0.506622805119022,0,2,NA,NA,NA,NA,NA,NA,NA
"50",6,0.773440643863179,"B34",2018,541212,195085,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W6d:35.98",5.9,6,6.6,7.1,4.15,1.85,1.04,"W6d","W6","W",8.56,3.21558703816271,25,0,6,NA,NA,NA,NA,NA,NA
"Reserve 51",1,0,"B34",2018,539748,195977,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W15c:8.81",5,5,5,5,3,3,1,"W15c","W15","W",3.8,7.01189465598755,25,0,2,NA,NA,NA,NA,NA,NA
"Reserve 54",3,0.678571428571429,"B34",2018,542528,198697,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","H9e:21.43",7,8,3,2,3,3,1,"H9e","H9","H",0.56,1.19303534454489,25,0,3,NA,NA,NA,NA,NA,NA
"Reserve 55",5,0.725274725274725,"B34",2018,540556,195308,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W12c:23.53",5.7,5.3,6,5.7,3,3,1,"W12c","W12","W",0,0,25,1,2,NA,NA,NA,NA,NA,NA
"Reserve 56",2,0.666666666666667,"B34",2018,540240,196065,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W15a:26.20",6,6,3,3,4,2,2,"W15a","W15","W",0,0,25,0,1,NA,NA,NA,NA,NA,NA
"Reserve 57",6,0.693061224489796,"B34",2018,542410,198849,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W15:34.04",6.3,5.8,2.8,3,2.5,3.5,1.5,"W15","W15","W",4.96,2.13072757526625,25,0,2,NA,NA,NA,NA,NA,NA
"Reserve 58a",16,0.88050784167289,"B34",2018,541354,199490,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W10d:32.54",5.9,5.6,5.4,5.3,3.02,2.98,1.59,"W10d","W10","W",7.04,2.20756275863979,25,3,NA,NA,NA,NA,NA,NA,NA
"1a",NA,NA,"B34",2018,544701,200799,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"8",NA,NA,"B34",2018,543713,199992,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,7,NA,NA,NA,NA,NA,NA
"13",NA,NA,"B34",2018,542660,199703,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,6,NA,NA,NA,NA,NA,NA
"14",NA,NA,"B34",2018,542594,199513,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,4,NA,NA,NA,NA,NA,NA
"16",NA,NA,"B34",2018,543401,199028,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"B34",2018,542749,198307,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,5,NA,NA,NA,NA,NA,NA
"30",NA,NA,"B34",2018,542842,198204,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,11,NA,NA,NA,NA,NA,NA
"31",NA,NA,"B34",2018,542005,198069,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"B34",2018,540258,196545,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"B34",2018,540670,196380,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,3,NA,NA,NA,NA,NA,NA
