All_species,Added_species
Eleocharis nodulosa,
Eleocharis palustris,
Eleocharis palustris subsp. palustris,
Eleocharis palustris subsp. vulgaris,
Eleocharis palustris x uniglumis,
Eleocharis parvula,
Eleocharis quinqueflora,
Eleocharis seedling,
Eleocharis sp.,
Eleocharis uniglumis,
Eleogiton fluitans,
Eleogiton seedling,
Eleogiton sp.,
Eleusine coracana,
Eleusine floccifolia,
Eleusine indica,
Eleusine indica subsp. africana,
Eleusine indica subsp. indica,
Eleusine multiflora,
Eleusine seedling,
Eleusine sp.,
Eleusine tristachya,
Eleutherococcus henryi,
Eleutherococcus seedling,
Eleutherococcus sp.,
Elodea callitrichoides,
Elodea canadensis,
Elodea ernstiae,
Elodea nuttallii,
Elodea seedling,
Elodea sp.,
Elsholtzia ciliata,
Elsholtzia seedling,
Elsholtzia sp.,
Elymus antarcticus,
Elymus canadensis,
Elymus caninus,
Elymus farctus boreali-atlanticus,
Elymus farctus x pycnanthus,
Elymus nutans,
Elymus pycnanthus,
Elymus repens,
Elymus scabrus,
Elymus seedling,
Elymus sibiricus,
Elymus sp.,
Elymus subsecundus,
Elymus trachycaulus,
Elymus virginicus,
Elytrigia atherica,
Elytrigia atherica x juncea = E. x acuta,
Elytrigia campestris,
Elytrigia campestris subsp. maritima,
Elytrigia juncea,
Elytrigia juncea subsp. boreoatlantica,
Elytrigia repens,
Elytrigia repens x atherica = E. x drucei,
Elytrigia repens x Hordeum secalinum = X Elytrordeum langei,
Elytrigia repens x juncea = E. x laxa,
Elytrigia seedling,
Elytrigia sp.,
Elytrigia x acuta nothosubsp. obtusiuscula,
Emex australis,
Emex seedling,
Emex sp.,
Emex spinosa,
Emilia javanica,
Emilia seedling,
Emilia sp.,
Empetrum nigrum,
Empetrum nigrum hermaphroditum,
Empetrum nigrum nigrum,
Empetrum nigrum subsp. hermaphroditum,
Empetrum nigrum subsp. nigrum,
Empetrum seedling,
Empetrum sp.,
Enarthrocarpus lyratus,
Enarthrocarpus seedling,
Enarthrocarpus sp.,
Encalypta alpina,
Encalypta ciliata,
Encalypta rhaptocarpa,
Encalypta seedling,
Encalypta sp.,
Encalypta streptocarpa,
Encalypta vulgaris,
Endocarpon adscendens,
Endocarpon pusillum,
Endocarpon seedling,
Endocarpon sp.,
Enkianthus deflexus,
Enkianthus seedling,
Enkianthus sp.,
Enneapogon avenaceus,
Enneapogon desvauxii,
Enneapogon nigricans,
Enneapogon seedling,
Enneapogon sp.,
Enterographia crassa,
Enterographia elaborata,
Enterographia hutchinsiae,
Enterographia seedling,
Enterographia sorediata,
Enterographia sp.,
Enteromorpha seedling,
Enteromorpha sp.,
Enteropogon acicularis,
Enteropogon seedling,
Enteropogon sp.,
Entodon concinnus,
Entodon orthocarpus,
Entodon seedling,
Entodon sp.,
Eopyrenula avellanae,
Eopyrenula leucoplaca,
Eopyrenula seedling,
Eopyrenula septemseptata,
Eopyrenula sp.,
Epaltes australis,
Epaltes seedling,
Epaltes sp.,
Ephebe hispidula,
Ephebe lanata,
Ephebe seedling,
Ephebe sp.,
Ephemerum coharens,
Ephemerum recurvifolium,
Ephemerum seedling,
Ephemerum serratum,
Ephemerum serratum var. minutissimum,
Ephemerum sessile,
Ephemerum sp.,
Ephemerum stellatum,
Epigloea grummannii,
Epigloea medioincrassata,
Epigloea seedling,
Epigloea soleiformis,
Epigloea sp.,
Epilichen scabrosus,
Epilichen seedling,
Epilichen sp.,
Epilobium adenocaulon,
Epilobium alsinifolium,
Epilobium alsinoides,
Epilobium anagallidifolium,
Epilobium anagallidifolium x alsinifolium = E. x boissieri,
Epilobium brunnescens,
Epilobium ciliatum,
Epilobium ciliatum x brunnescens = E. x brunnatum,
Epilobium ciliatum x palustre = E. x fossicola,
Epilobium hirsutum,
Epilobium hirsutum x ciliatum = E. x novae-civitatis,
Epilobium hirsutum x montanum = E. x erroneum,
Epilobium hirsutum x obscurum,
Epilobium hirsutum x palustre = E. x waterfallii,
Epilobium hirsutum x parviflorum = E. x subhirsutum,
Epilobium hirsutum x roseum = E. x goerzii,
Epilobium hirsutum x tetragonum = E. x brevipilum,
Epilobium komarovianum,
Epilobium lactiflorum,
Epilobium lanceolatum,
Epilobium lanceolatum x brunnescens = E. x cornubiense,
Epilobium lanceolatum x ciliatum,
Epilobium lanceolatum x obscurum = E. x lamotteanum,
Epilobium lanceolatum x roseum = E. x abortivum,
Epilobium lanceolatum x tetragonum = E. x fallacinum,
Epilobium montanum,
Epilobium montanum x alsinifolium = E. x facchinii,
Epilobium montanum x brunnescens = E. x confusilobum,
Epilobium montanum x ciliatum = E. x interjectum,
Epilobium montanum x lanceolatum = E. x neogradense,
Epilobium montanum x obscurum = E. x aggregatum,
Epilobium montanum x palustre = E. x montaniforme,
Epilobium montanum x pedunculare = E. x kitcheneri,
Epilobium montanum x roseum = E. x mutabile,
Epilobium montanum x tetragonum = E. x haussknechtianum,
Epilobium nerterioides,
Epilobium obscurum,
Epilobium obscurum x alsinifolium = E. x rivulicola,
Epilobium obscurum x anagallidifolium = E. x marshallianum,
Epilobium obscurum x brunnescens = E. x obscurescens,
Epilobium obscurum x ciliatum = E. x vicinum,
Epilobium obscurum x palustre = E. x schmidtianum,
Epilobium obscurum x roseum = E. x brachiatum,
Epilobium palustre,
Epilobium palustre x alsinifolium = E. x haynaldianum,
Epilobium palustre x anagallidifolium = E. x dasycarpum,
Epilobium palustre x brunnescens = E. x chateri,
Epilobium parviflorum,
Epilobium parviflorum x brunnescens = E. x argillaceum,
Epilobium parviflorum x ciliatum = E. x floridulum,
Epilobium parviflorum x lanceolatum = E. x aschersonianum,
Epilobium parviflorum x montanum = E. x limosum,
Epilobium parviflorum x montanum x obscurum,
Epilobium parviflorum x montanum x roseum,
Epilobium parviflorum x obscurum = E. x dacicum,
Epilobium parviflorum x palustre = E. x rivulare,
Epilobium parviflorum x roseum = E. x persicinum,
Epilobium parviflorum x tetragonum = E. x palatinum,
Epilobium parviflorum x tetragonum x obscurum,
Epilobium pedunculare,
Epilobium pictum,
Epilobium roseum,
Epilobium roseum x ciliatum = E. x nutantiflorum,
Epilobium roseum x palustre = E. x purpureum,
Epilobium seedling,
Epilobium sp.,
Epilobium tetragonum,
Epilobium tetragonum ssp lamyi,
Epilobium tetragonum tetragonum,
Epilobium tetragonum x ciliatum = E. x mentiens,
Epilobium tetragonum x obscurum = E. x semiobscurum,
Epilobium tetragonum x palustre = E. x laschianum,
Epilobium tetragonum x roseum = E. x borbasianum,
Epimedium alpinum,
Epimedium perralderianum,
Epimedium pinnatum,
Epimedium seedling,
Epimedium sp.,
Epipactis atrorubens,
Epipactis atrorubens x helleborine = E. x schmalhausenii,
Epipactis dunensis,
Epipactis helleborine,
Epipactis leptochila,
Epipactis palustris,
Epipactis phyllanthes,
Epipactis purpurata,
Epipactis purpurata x helleborine = E. x schulzei,
Epipactis sancta,
Epipactis seedling,
Epipactis sp.,
Epipactis youngiana,
Epipogium aphyllum,
Epipogium seedling,
Epipogium sp.,
Epipterygium seedling,
Epipterygium sp.,
Epipterygium tozeri,
Equisetum arvense,
Equisetum arvense x palustre,
Equisetum arvense x palustre = E. x rothmaleri,
Equisetum arvense x telmateia = E. x robertsii,
Equisetum fluviatile,
Equisetum fluviatile x arvense = E. x litorale,
Equisetum fluviatile x palustre = E. x dycei,
Equisetum fluviatile x telmateia = E. x willmotii,
Equisetum hyemale,
Equisetum hyemale x ramosissimum = E. x moorei,
Equisetum hyemale x variegatum = E. x trachyodon,
Equisetum palustre,
Equisetum palustre x telmateia = E. x font-queri,
Equisetum pratense,
Equisetum pratense x sylvaticum = E. x mildeanum,
Equisetum ramosissimum,
Equisetum seedling,
Equisetum sp.,
Equisetum sylvaticum,
Equisetum sylvaticum x telmateia = E. x bowmanii,
Equisetum telmateia,
Equisetum variegatum,
Equisetum x littorale,
Equisetum x moorei,
Equisetum x trachyodon,
Eragrostis aspera,
Eragrostis atrovirens,
Eragrostis bahiensis,
Eragrostis barbinodis,
Eragrostis barrelieri,
Eragrostis benthamii,
Eragrostis bicolor,
Eragrostis brownii,
Eragrostis caesia,
Eragrostis capillaris,
Eragrostis chloromelas,
Eragrostis cilianensis,
Eragrostis curvula,
Eragrostis dielsii,
Eragrostis echinochloidea,
Eragrostis elongata,
Eragrostis glandulosipedata,
Eragrostis heteromera,
Eragrostis kennedyae,
Eragrostis kiwuensis,
Eragrostis lacunaria,
Eragrostis lehmanniana,
Eragrostis leptocarpa,
Eragrostis leptostachya,
Eragrostis lugens,
Eragrostis macilenta,
Eragrostis microcarpa,
Eragrostis minor,
Eragrostis molybdea,
Eragrostis neesii,
Eragrostis neomexicana,
Eragrostis obtusa,
Eragrostis parviflora,
Eragrostis patentissima,
Eragrostis pectinacea,
Eragrostis pergracilis,
Eragrostis pilosa,
Eragrostis plana,
Eragrostis planiculmis,
Eragrostis procumbens,
Eragrostis rotifer,
Eragrostis schweinfurthii,
Eragrostis seedling,
Eragrostis sp.,
Eragrostis tef,
Eragrostis tenuifolia,
Eragrostis trachycarpa,
Eragrostis trichophora,
Eragrostis virescens,
Eragrostis wilmaniae,
Eranthis hyemalis,
Eranthis seedling,
Eranthis sp.,
Eremonotus myriocarpus,
Eremonotus seedling,
Eremonotus sp.,
Eremopoa persica,
Eremopoa seedling,
Eremopoa sp.,
Eremopyrum bonaepartis,
Eremopyrum orientale,
Eremopyrum seedling,
Eremopyrum sp.,
Eremopyrum triticeum,
Erepsia heteropetala,
Erepsia seedling,
Erepsia sp.,
Erica arborea,
Erica carnea,
Erica ciliaris,
Erica ciliaris x tetralix = E. x watsonii,
Erica cinerea,
Erica erigena,
Erica erigena x carnea = E. x darleyensis,
Erica lusitanica,
Erica mackaiana,
Erica mackaiana x tetralix = E. x stuartii,
Erica seedling,
Erica sp.,
Erica terminalis,
Erica tetralix,
Erica tetralix x vagans = E. x williamsii,
Erica vagans,
Erigeron acer,
Erigeron acer x Conyza canadensis = X Conyzigeron huelsenii,
Erigeron annuus,
Erigeron borealis,
Erigeron caucasicus,
Erigeron divaricatus,
Erigeron glaucus,
Erigeron karvinskianus,
Erigeron philadelphicus,
Erigeron seedling,
Erigeron sp.,
Erigeron speciosus,
Erigeron subtrinervis,
Erinus alpinus,
Erinus seedling,
Erinus sp.,
Eriobotrya japonica,
Eriobotrya seedling,
Eriobotrya sp.,
Eriocaulon aquaticum,
Eriocaulon seedling,
Eriocaulon sp.,
Eriochloa contracta,
Eriochloa crebra,
Eriochloa fatmensis,
Eriochloa lemmonii,
Eriochloa procera,
Eriochloa pseudoacrotricha,
Eriochloa seedling,
Eriochloa sp.,
Eriochloa villosa,
Eriophorum angustifolium,
Eriophorum gracile,
Eriophorum latifolium,
Eriophorum seedling,
Eriophorum sp.,
Eriophorum vaginatum,
Eriopus apiculatus,
Eriopus seedling,
Eriopus sp.,
Eritrichium nanum,
Eritrichium seedling,
Eritrichium sp.,
Erodium acaule,
Erodium aureum,
Erodium botrys,
Erodium brachycarpum,
Erodium chium,
Erodium ciconium,
Erodium cicutarium,
Erodium cicutarium bipinnatum,
Erodium cicutarium x lebelii = E. x anaristatum,
Erodium corsicum x reichardii = E. x variabile,
Erodium crinitum,
Erodium cygnorum,
Erodium cygnorum subsp. cygnorum,
Erodium cygnorum subsp. glandulosum,
Erodium geoides,
Erodium glaucophyllum,
Erodium gruinum,
Erodium hymenodes,
Erodium laciniatum,
Erodium lebelii,
Erodium malacoides,
Erodium manescavii,
Erodium maritimum,
Erodium moschatum,
Erodium petraeum,
Erodium ruthenicum,
Erodium salzmannii,
Erodium seedling,
Erodium sp.,
Erodium stephanianum,
Erophila glabrescens,
Erophila majuscula,
Erophila seedling,
Erophila sp.,
Erophila verna,
Erophila verna agg.,
Erophila verna praecox,
Erophila verna spathulata,
Eruca seedling,
Eruca sp.,
Eruca vesicaria,
Eruca vesicaria subsp. sativa,
Eruca vesicaria subsp. vesicaria,
Erucaria hispanica,
Erucaria seedling,
Erucaria sp.,
Erucastrum gallicum,
Erucastrum griquensis,
Erucastrum nasturtiifolium,
Erucastrum seedling,
Erucastrum sp.,
Erucastrum varium,
Eryngium amethystinum,
Eryngium campestre,
Eryngium giganteum,
Eryngium giganteum x planum = E. x oliverianum,
Eryngium maritimum,
Eryngium planum,
Eryngium seedling,
Eryngium sp.,
Eryngium tripartitum,
Erysimum asperum,
Erysimum cheiranthoides,
Erysimum cheiri,
Erysimum decumbens,
Erysimum decumbens x perofskianum = E. x marshallii,
Erysimum diffusum,
Erysimum grandiflorum,
Erysimum helveticum,
Erysimum hieraciifolium,
Erysimum incanum,
Erysimum linifolium,
Erysimum repandum,
Erysimum scoparium,
Erysimum seedling,
Erysimum sp.,
Erythronium dens-canis,
Erythronium seedling,
Erythronium sp.,
Escallonia macrantha,
Escallonia seedling,
Escallonia sp.,
Eschscholzia caespitosa,
Eschscholzia californica,
Eschscholzia seedling,
Eschscholzia sp.,
Eucalyptus coccifera,
Eucalyptus dalrympleana,
Eucalyptus globulus,
Eucalyptus gunnii,
Eucalyptus johnstonii,
Eucalyptus niphophila,
Eucalyptus parvifolia,
Eucalyptus pulchella,
Eucalyptus seedling,
Eucalyptus sp.,
Eucalyptus urnigera,
Eucalyptus viminalis,
Eucladium seedling,
Eucladium sp.,
Eucladium verticillatum,
Euclidium seedling,
Euclidium sp.,
Euclidium syriacum,
Euonymus europaeus,
Euonymus europaeus (g),
Euonymus europaeus (s),
Euonymus fortunei,
Euonymus hamiltonianus,
Euonymus japonicus,
Euonymus latifolius,
Euonymus planipes,
Euonymus seedling,
Euonymus sp.,
Euopsis granatina,
Euopsis pulvinata,
Euopsis seedling,
Euopsis sp.,
Eupatorium cannabinum,
Eupatorium seedling,
Eupatorium sp.,
Euphorbia amygdaloides,
Euphorbia amygdaloides subsp. amygdaloides,
Euphorbia amygdaloides subsp. robbiae,
Euphorbia arguta,
Euphorbia ceratocarpa,
Euphorbia characias,
Euphorbia characias subsp. characias,
Euphorbia characias subsp. veneta,
Euphorbia corallioides,
Euphorbia cuneifolia,
Euphorbia cyparissias,
Euphorbia cyparissias x waldsteinii = E. x gayeri,
Euphorbia dulcis,
Euphorbia esula,
Euphorbia esula agg.,
Euphorbia esula x cyparissias = E. x pseudoesula,
Euphorbia esula x waldsteinii = E. x pseudovirgata,
Euphorbia exigua,
Euphorbia falcata,
Euphorbia griffithii,
Euphorbia helioscopia,
Euphorbia hirta,
Euphorbia hyberna,
Euphorbia lathyris,
Euphorbia maculata,
Euphorbia mellifera,
Euphorbia myrsinites,
Euphorbia oblongata,
Euphorbia paralias,
Euphorbia peplis,
Euphorbia peplus,
Euphorbia platyphyllos,
Euphorbia portlandica,
Euphorbia portlandica x paralias,
Euphorbia seedling,
Euphorbia segetalis,
Euphorbia serpens,
Euphorbia serrulata,
Euphorbia sp.,
Euphorbia spinosa,
Euphorbia taurinensis,
Euphorbia uralensis,
Euphorbia valerianifolia,
Euphorbia villosa,
Euphorbia waldsteinii,
Euphrasia anglica,
Euphrasia anglica x arctica,
Euphrasia anglica x confusa,
Euphrasia anglica x micrantha,
Euphrasia anglica x nemorosa,
Euphrasia anglica x vigursii,
Euphrasia arctica,
Euphrasia arctica subsp. arctica,
Euphrasia arctica subsp. borealis,
Euphrasia arctica x confusa,
Euphrasia arctica x foulaensis,
Euphrasia arctica x heslop-harrisonii,
Euphrasia arctica x marshallii,
Euphrasia arctica x micrantha = E. x difformis,
Euphrasia arctica x nemorosa,
Euphrasia arctica x nemorosa x confusa,
Euphrasia arctica x nemorosa x micrantha,
Euphrasia arctica x ostenfeldii,
Euphrasia arctica x rotundifolia,
Euphrasia arctica x salisburgensis,
Euphrasia arctica x scottica = E. x venusta,
Euphrasia arctica x tetraquetra,
Euphrasia cambrica,
Euphrasia cambrica x ostenfeldii,
Euphrasia campbelliae,
Euphrasia campbelliae x micrantha,
Euphrasia cf. confusa hybrid,
Euphrasia cf. scottica,
Euphrasia confusa,
Euphrasia confusa x cambrica,
Euphrasia confusa x campbelliae,
Euphrasia confusa x foulaensis,
Euphrasia confusa x frigida,
Euphrasia confusa x frigida x scottica,
Euphrasia confusa x heslop-harrisonii,
Euphrasia confusa x micrantha,
Euphrasia confusa x ostenfeldii,
Euphrasia confusa x scottica,
Euphrasia foulaensis,
Euphrasia foulaensis x marshallii,
Euphrasia foulaensis x micrantha,
Euphrasia foulaensis x ostenfeldii,
Euphrasia foulaensis x rotundifolia,
Euphrasia foulaensis x scottica,
Euphrasia frigida,
Euphrasia frigida x micrantha,
Euphrasia frigida x scottica,
Euphrasia heslop-harrisonii,
Euphrasia hirtella,
Euphrasia marshallii,
Euphrasia marshallii x campbelliae,
Euphrasia marshallii x micrantha,
Euphrasia marshallii x scottica,
Euphrasia micrantha,
Euphrasia micrantha x salisburgensis,
Euphrasia micrantha x scottica = E. x electa,
Euphrasia nemorosa,
Euphrasia nemorosa x campbelliae,
Euphrasia nemorosa x confusa,
Euphrasia nemorosa x foulaensis,
Euphrasia nemorosa x marshallii,
Euphrasia nemorosa x micrantha,
Euphrasia nemorosa x ostenfeldii,
Euphrasia nemorosa x pseudokerneri,
Euphrasia nemorosa x salisburgensis,
Euphrasia nemorosa x scottica,
Euphrasia nemorosa x stricta = E. x haussknechtii,
Euphrasia officinalis agg,
Euphrasia officinalis agg.,
Euphrasia ostenfeldii,
Euphrasia ostenfeldii agg.,
Euphrasia ostenfeldii x micrantha,
Euphrasia ostenfeldii x scottica,
Euphrasia pseudokerneri,
Euphrasia pseudokerneri x confusa,
Euphrasia rhumica,
Euphrasia rivularis,
Euphrasia rostkoviana,
Euphrasia rostkoviana montana,
Euphrasia rostkoviana rostkoviana,
Euphrasia rostkoviana subsp. montana,
Euphrasia rostkoviana subsp. rostkoviana,
Euphrasia rostkoviana x anglica,
Euphrasia rostkoviana x arctica,
Euphrasia rostkoviana x confusa,
Euphrasia rostkoviana x micrantha,
Euphrasia rostkoviana x nemorosa,
Euphrasia rostkoviana x rivularis,
Euphrasia rotundifolia,
Euphrasia salisburgensis,
Euphrasia scottica,
Euphrasia seedling,
Euphrasia sp.,
Euphrasia stricta,
Euphrasia tetraquetra,
Euphrasia tetraquetra x confusa,
Euphrasia tetraquetra x marshallii,
Euphrasia tetraquetra x micrantha,
Euphrasia tetraquetra x nemorosa,
Euphrasia tetraquetra x pseudokerneri,
Euphrasia tetraquetra x stricta,
Euphrasia vigursii,
Euphrasia vigursii x tetraquetra,
Eurhynchium meridionale,
Eurhynchium praelongum,
Eurhynchium praelongum var. stokesii,
Eurhynchium pulchellum var praecox,
Eurhynchium pumilum,
Eurhynchium schleicheri,
Eurhynchium seedling,
Eurhynchium sp.,
Eurhynchium speciosum,
Eurhynchium striatum,
Eurhynchium swartzii,
Evernia prunastri,
Evernia seedling,
Evernia sp.,
Exaculum pusillum,
Exaculum seedling,
Exaculum sp.,
Exodeconus glutinosa,
Exodeconus seedling,
Exodeconus sp.,
Facelis retusa,
Facelis seedling,
Facelis sp.,
Fagopyrum dibotrys,
Fagopyrum esculentum,
Fagopyrum seedling,
Fagopyrum sp.,
Fagopyrum tataricum,
Fagus seedling,
Fagus sp.,
Fagus sylvatica,
Fagus sylvatica (c),
Fagus sylvatica (g),
Fagus sylvatica (s),
Falcaria seedling,
Falcaria sp.,
Falcaria vulgaris,
Fallopia baldschuanica,
Fallopia convolvulus,
Fallopia dumetorum,
Fallopia japonica,
Fallopia japonica x baldschuanica = F. x conollyana,
Fallopia japonica x sachalinensis = F. x bohemica,
Fallopia sachalinensis,
Fallopia seedling,
Fallopia sp.,
Fargesia murielae,
Fargesia seedling,
Fargesia sp.,
Fargesia spathacea,
Farnoldia jurana,
Farnoldia seedling,
Farnoldia sp.,
Fascicularia bicolor,
Fascicularia seedling,
Fascicularia sp.,
Fatsia japonica,
Fatsia seedling,
Fatsia sp.,
Fedia cornucopiae,
Fedia seedling,
Fedia sp.,
Felicia abyssinica,
Felicia amelloides,
Felicia amoena,
Felicia angustifolia,
Felicia bergeriana,
Felicia heterophylla,
Felicia seedling,
Felicia sp.,
Felicia tenella,
Fellhanera bouteillei,
Fellhanera seedling,
Fellhanera sp.,
Fellhanera subtilis,
Ferula communis,
Ferula seedling,
Ferula sp.,
Festuca altissima,
Festuca arenaria,
Festuca arenaria subsp. arenaria,
Festuca arenaria subsp. oraria,
Festuca arenaria x Vulpia fasciculata = X Festulpia melderisii,
Festuca armoricana,
Festuca arundinacea,
Festuca arundinacea x gigantea = F. x fleischeri,
Festuca arundinacea x Lolium multiflorum,
Festuca arundinacea x Lolium perenne = X Festulolium holmbergii,
Festuca brevipila,
Festuca buchtienii,
Festuca caprina,
Festuca filiformis,
Festuca gautieri,
Festuca gautieri subsp. scoparia,
Festuca gigantea,
Festuca gigantea x Lolium perenne = X Festulolium brinkmannii,
Festuca guestfalica,
Festuca heterophylla,
Festuca huonii,
Festuca juncifolia,
Festuca lemanii,
Festuca longifolia,
Festuca nigrescens,
Festuca ovina,
Festuca ovina agg.,
Festuca ovina subsp. hirtula,
Festuca ovina subsp. ophioliticola,
Festuca ovina subsp. ovina,
Festuca ovina/rubra (vegetative),
Festuca pratensis,
Festuca pratensis x arundinacea = F. x aschersoniana,
Festuca pratensis x gigantea = F. x schlickumii,
Festuca pratensis x Lolium multiflorum = X Festulolium braunii,
Festuca pratensis x Lolium perenne = X Festulolium loliaceum,
Festuca rubra,
Festuca rubra subsp. arctica,
Festuca rubra subsp. commutata,
Festuca rubra subsp. juncea,
Festuca rubra subsp. litoralis,
Festuca rubra subsp. megastachys,
Festuca rubra subsp. rubra,
Festuca rubra subsp. scotica,
Festuca rubra x Vulpia bromoides,
Festuca rubra x Vulpia fasciculata = X Festulpia hubbardii,
